congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
83,1,H000081,Charles,Abraham,Halleck,,8/22/1900,IN,5,1,1/3/1953,52.4
83,1,S000436,Richard,Murray,Simpson,,8/30/1900,PA,5,1,1/3/1953,52.3
83,1,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,PA,5,1,1/3/1953,52.1
83,1,B000676,Frank,Townsend,Bow,,2/20/1901,OH,5,1,1/3/1953,51.9
83,1,C000182,Joseph,Leonard,Carrigg,,2/23/1901,PA,5,1,1/3/1953,51.9
83,1,M000354,Samuel,Kerns,McConnell,Jr.,4/6/1901,PA,5,1,1/3/1953,51.7
83,1,B000762,Ernest,King,Bramblett,,4/25/1901,CA,5,1,1/3/1953,51.7
83,1,T000298,Thor,Carl,Tollefson,,5/2/1901,WA,5,1,1/3/1953,51.7
83,1,H000310,Ralph,,Harvey,,8/9/1901,IN,5,1,1/3/1953,51.4
83,1,H000014,Harold,Christian,Hagen,,11/10/1901,MN,5,1,1/3/1953,51.1
83,1,M000393,William,Moore,McCulloch,,11/24/1901,OH,5,1,1/3/1953,51.1
83,1,T000070,Dean,Park,Taylor,,1/1/1902,NY,5,1,1/3/1953,51
83,1,B000062,Howard,Henry,Baker,,1/12/1902,TN,5,1,1/3/1953,51
83,1,H000740,Otis,Halbert,Holmes,,2/22/1902,WA,5,1,1/3/1953,50.9
83,1,K000150,Charles,Joseph,Kersten,,5/26/1902,WI,5,1,1/3/1953,50.6
83,1,H000154,Thomas,Millet,Hand,,7/7/1902,NJ,5,1,1/3/1953,50.5
83,1,B000416,Ellis,Yarnal,Berry,,10/6/1902,SD,5,1,1/3/1953,50.2
83,1,D000278,James,Patrick Sinnott,Devereux,,2/20/1903,MD,5,1,1/3/1953,49.9
83,1,F000422,James,Grove,Fulton,,3/1/1903,PA,5,1,1/3/1953,49.8
83,1,B000778,William,Gilmer,Bray,,6/17/1903,IN,5,1,1/3/1953,49.5
83,1,B000377,John,Bonifas,Bennett,,1/10/1904,MI,5,1,1/3/1953,49
83,1,L000468,Harold,Orrin,Lovre,,1/30/1904,SD,5,1,1/3/1953,48.9
83,1,C000220,Clifford,Philip,Case,,4/16/1904,NJ,5,1,1/3/1953,48.7
83,1,C000617,William,Sterling,Cole,,4/18/1904,NY,5,1,1/3/1953,48.7
83,1,J000064,Jacob,Koppel,Javits,,5/18/1904,NY,5,1,1/3/1953,48.6
83,1,B000426,Jackson,Edward,Betts,,5/26/1904,OH,5,1,1/3/1953,48.6
83,1,O000058,Alvin,Edward,O'Konski,,5/26/1904,WI,5,1,1/3/1953,48.6
83,1,V000051,William,Kaiser,Van Pelt,,3/10/1905,WI,5,1,1/3/1953,47.8
83,1,C001006,Carl,Thomas,Curtis,,3/15/1905,NE,5,1,1/3/1953,47.8
83,1,C000772,Robert,James,Corbett,,8/25/1905,PA,5,1,1/3/1953,47.4
83,1,W000445,William,Beck,Widnall,,3/17/1906,NJ,5,1,1/3/1953,46.8
83,1,W000572,Earl,,Wilson,,4/18/1906,IN,5,1,1/3/1953,46.7
83,1,P000552,Winston,Lewis,Prouty,,9/1/1906,VT,5,1,1/3/1953,46.3
83,1,M000664,Chester,Earl,Merrow,,11/15/1906,NH,5,1,1/3/1953,46.1
83,1,N000031,Charles,Pembroke,Nelson,,7/2/1907,ME,5,1,1/3/1953,45.5
83,1,M000620,George,,Meader,,9/13/1907,MI,5,1,1/3/1953,45.3
83,1,A000024,Edwin,Ross,Adair,,12/14/1907,IN,5,1,1/3/1953,45.1
83,1,O000120,Frank,Charles,Osmers,Jr.,12/30/1907,NJ,5,1,1/3/1953,45
83,1,M000935,Albert,Paul,Morano,,1/18/1908,CT,5,1,1/3/1953,45
83,1,M000478,Clifford,Guy,McIntire,,5/4/1908,ME,5,1,1/3/1953,44.7
83,1,S000224,Horace,,Seely-Brown,Jr.,5/12/1908,CT,5,1,1/3/1953,44.6
83,1,S000009,Antoni,Nicholas,Sadlak,,6/13/1908,CT,5,1,1/3/1953,44.6
83,1,S000102,John,Phillips,Saylor,,7/23/1908,PA,5,1,1/3/1953,44.4
83,1,N000133,Albin,Walter,Norblad,Jr.,9/12/1908,OR,5,1,1/3/1953,44.3
83,1,P000119,James,Thomas,Patterson,,10/20/1908,CT,5,1,1/3/1953,44.2
83,1,L000108,Henry,Jepson,Latham,,12/10/1908,NY,5,1,1/3/1953,44.1
83,1,S000315,Timothy,Patrick,Sheehan,,2/21/1909,IL,5,1,1/3/1953,43.9
83,1,S000756,William,Lee,Springer,,4/12/1909,IL,5,1,1/3/1953,43.7
83,1,J000008,Donald,Lester,Jackson,,1/23/1910,CA,5,1,1/3/1953,42.9
83,1,V000082,Harold,Himmel,Velde,,4/1/1910,IL,5,1,1/3/1953,42.8
83,1,B001035,Hamer,Harold,Budge,,11/21/1910,ID,5,1,1/3/1953,42.1
83,1,C001014,Thomas,Bradford,Curtis,,5/14/1911,MO,5,1,1/3/1953,41.6
83,1,R000008,Edmund,Patrick,Radwan,,9/22/1911,NY,5,1,1/3/1953,41.3
83,1,B001216,John,William,Byrnes,,6/12/1913,WI,5,1,1/3/1953,39.6
83,1,F000260,Gerald,Rudolph,Ford,Jr.,7/14/1913,MI,5,1,1/3/1953,39.5
83,1,B000964,Charles,Bruce,Brownson,,2/5/1914,IN,5,1,1/3/1953,38.9
83,1,M000762,William,Edward,Miller,,3/22/1914,NY,5,1,1/3/1953,38.8
83,1,D000102,Glenn,Robert,Davis,,10/28/1914,WI,5,1,1/3/1953,38.2
83,1,A000229,William,Hanes,Ayres,,2/5/1916,OH,5,1,1/3/1953,36.9
83,1,H000979,Allan,Oakley,Hunter,,6/15/1916,CA,5,1,1/3/1953,36.6
83,1,C000960,Shepard,J.,Crumpacker,Jr.,2/13/1917,IN,5,1,1/3/1953,35.9
83,1,B000239,William,Henry,Bates,,4/26/1917,MA,5,1,1/3/1953,35.7
83,1,H000623,Patrick,Jerome,Hillings,,2/19/1923,CA,5,1,1/3/1953,29.9
84,1,H000683,Clare,Eugene,Hoffman,,1875-09-10,MI,5,1,1/5/1955,79.3
84,1,R000113,Daniel,Alden,Reed,,1875-09-15,NY,5,1,1/5/1955,79.3
84,1,B001079,Usher,Lloyd,Burdick,,1879-02-21,ND,5,1,1/5/1955,75.9
84,1,T000001,John,,Taber,,1880-05-05,NY,5,1,1/5/1955,74.7
84,1,W000683,Charles,Anderson,Wolverton,,1880-10-24,NJ,5,1,1/5/1955,74.2
84,1,J000088,Thomas,Albert,Jenkins,,1880-10-28,OH,5,1,1/5/1955,74.2
84,1,V000125,Charles,Wesley,Vursell,,1881-02-08,IL,5,1,1/5/1955,73.9
84,1,R000392,Edith,Nourse,Rogers,,1881-03-19,MA,5,1,1/5/1955,73.8
84,1,M000224,Noah,Morgan,Mason,,1882-07-19,IL,5,1,1/5/1955,72.5
84,1,D000411,George,Anthony,Dondero,,1883-12-16,MI,5,1,1/5/1955,71.1
84,1,G000541,Ralph,Waldo,Gwinn,,1884-03-29,NY,5,1,1/5/1955,70.8
84,1,W000549,William,Robert,Williams,,1884-08-11,NY,5,1,1/5/1955,70.4
84,1,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,5,1,1/5/1955,70.2
84,1,A000227,James,Coats,Auchincloss,,1885-01-19,NJ,5,1,1/5/1955,70
84,1,B000607,Frances,Payne,Bolton,,1885-03-29,OH,5,1,1/5/1955,69.8
84,1,G000031,Ralph,Abernethy,Gamble,,1885-05-06,NY,5,1,1/5/1955,69.7
84,1,J000045,Benjamin,Franklin,James,,1885-08-01,PA,5,1,1/5/1955,69.4
84,1,C000515,Cliff,,Clevenger,,1885-08-20,OH,5,1,1/5/1955,69.4
84,1,M000609,William,Estus,McVey,,1885-12-13,IL,5,1,1/5/1955,69.1
84,1,H000613,William,Silas,Hill,,1886-01-20,CO,5,1,1/5/1955,69
84,1,R000132,Edward,Herbert,Rees,,1886-06-03,KS,5,1,1/5/1955,68.6
84,1,R000077,John,Henry,Ray,,1886-09-27,NY,5,1,1/5/1955,68.3
84,1,L000157,Karl,Miles,Le Compte,,1887-05-25,IA,5,1,1/5/1955,67.6
84,1,P000309,John,,Phillips,,1887-09-11,CA,5,1,1/5/1955,67.3
84,1,T000216,Ruth,,Thompson,,1887-09-15,MI,5,1,1/5/1955,67.3
84,1,J000157,Justin,Leroy,Johnson,,1888-04-08,CA,5,1,1/5/1955,66.7
84,1,N000097,Donald,William,Nicholson,,1888-08-11,MA,5,1,1/5/1955,66.4
84,1,S000198,Hubert,Baxter,Scudder,,1888-11-05,CA,5,1,1/5/1955,66.2
84,1,H000568,Edgar,Willard,Hiestand,,1888-12-03,CA,5,1,1/5/1955,66.1
84,1,K000030,Bernard,William,Kearney,,1889-05-23,NY,5,1,1/5/1955,65.6
84,1,F000075,Ivor,David,Fenton,,1889-08-03,PA,5,1,1/5/1955,65.4
84,1,H000036,Robert,,Hale,,1889-11-29,ME,5,1,1/5/1955,65.1
84,1,R000108,Brazilla,Carroll,Reece,,1889-12-22,TN,5,1,1/5/1955,65
84,1,R000111,Chauncey,William,Reed,,1890-06-02,IL,5,1,1/5/1955,64.6
84,1,C000993,Paul,Harvey,Cunningham,,1890-06-15,IA,5,1,1/5/1955,64.6
84,1,K000332,Otto,,Krueger,,1890-09-07,ND,5,1,1/5/1955,64.3
84,1,A000239,August,Herman,Andresen,,1890-10-11,MN,5,1,1/5/1955,64.2
84,1,M001077,Walter,Mann,Mumma,,1890-11-20,PA,5,1,1/5/1955,64.1
84,1,W000450,Richard,Bowditch,Wigglesworth,,1891-04-25,MA,5,1,1/5/1955,63.7
84,1,M000021,Russell,Vernon,Mack,,1891-06-13,WA,5,1,1/5/1955,63.6
84,1,T000028,Henry,Oscar,Talle,,1892-01-12,IA,5,1,1/5/1955,63
84,1,M000715,Arthur,Lewis,Miller,,1892-05-24,NE,5,1,1/5/1955,62.6
84,1,C000389,Marguerite,Stitt,Church,,1892-09-13,IL,5,1,1/5/1955,62.3
84,1,S000585,Lawrence,Henry,Smith,,1892-09-15,WI,5,1,1/5/1955,62.3
84,1,W000663,Gardner,Robert,Withrow,,1892-10-05,WI,5,1,1/5/1955,62.2
84,1,S000640,Wint,,Smith,,1892-10-07,KS,5,1,1/5/1955,62.2
84,1,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,5,1,1/5/1955,62.1
84,1,G000102,Leon,Harry,Gavin,,1893-02-25,PA,5,1,1/5/1955,61.9
84,1,W000668,Jesse,Paine,Wolcott,,1893-03-03,MI,5,1,1/5/1955,61.8
84,1,Y000060,Jesse,Arthur,Younger,,1893-04-11,CA,5,1,1/5/1955,61.7
84,1,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,5,1,1/5/1955,61.7
84,1,B001165,Alvin,Ray,Bush,,1893-06-04,PA,5,1,1/5/1955,61.6
84,1,H000768,Clifford,Ragsdale,Hope,,1893-06-09,KS,5,1,1/5/1955,61.6
84,1,B000909,Clarence,J.,Brown,,1893-07-14,OH,5,1,1/5/1955,61.5
84,1,C001011,Laurence,,Curtis,,1893-09-03,MA,5,1,1/5/1955,61.3
84,1,K000029,Robert,Winthrop,Kean,,1893-09-28,NJ,5,1,1/5/1955,61.3
84,1,H000689,Richard,William,Hoffman,,1893-12-23,IL,5,1,1/5/1955,61
84,1,S000764,Katharine,Price Collier,St. George,,1894-07-12,NY,5,1,1/5/1955,60.5
84,1,H000640,John,Carl Williams,Hinshaw,,1894-07-28,CA,5,1,1/5/1955,60.4
84,1,D000403,James,Isaac,Dolliver,,1894-08-31,IA,5,1,1/5/1955,60.3
84,1,S000437,Sidney,Elmer,Simpson,,1894-09-20,IL,5,1,1/5/1955,60.3
84,1,H000182,Cecil,Murray,Harden,,1894-11-21,IN,5,1,1/5/1955,60.1
84,1,M000414,Gordon,Leo,McDonough,,1895-01-02,CA,5,1,1/5/1955,60
84,1,O000056,Joseph,Patrick,O'Hara,,1895-01-23,MN,5,1,1/5/1955,59.9
84,1,M000724,Edward,Tylor,Miller,,1895-02-01,MD,5,1,1/5/1955,59.9
84,1,H000678,Charles,Bernard,Hoeven,,1895-03-30,IA,5,1,1/5/1955,59.8
84,1,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,5,1,1/5/1955,59.3
84,1,V000119,John,Martin,Vorys,,1896-06-16,OH,5,1,1/5/1955,58.6
84,1,O000121,Harold,Charles,Ostertag,,1896-06-22,NY,5,1,1/5/1955,58.5
84,1,M000460,J.,Harry,McGregor,,1896-09-30,OH,5,1,1/5/1955,58.3
84,1,B000276,John,Valentine,Beamer,,1896-11-17,IN,5,1,1/5/1955,58.1
84,1,H000275,Robert,Dinsmore,Harrison,,1897-01-26,NE,5,1,1/5/1955,57.9
84,1,K000208,Karl,Clarence,King,,1897-01-26,PA,5,1,1/5/1955,57.9
84,1,A000179,Herman,Carl,Andersen,,1897-01-27,MN,5,1,1/5/1955,57.9
84,1,C000905,Albert,William,Cretella,,1897-04-22,CT,5,1,1/5/1955,57.7
84,1,C000346,John,Edgar,Chenoweth,,1897-08-17,CO,5,1,1/5/1955,57.4
84,1,H000550,William,Emil,Hess,,1898-02-13,OH,5,1,1/5/1955,56.9
84,1,S000194,Errett,Power,Scrivner,,1898-03-20,KS,5,1,1/5/1955,56.8
84,1,S000377,Dewey,Jackson,Short,,1898-04-07,MO,5,1,1/5/1955,56.7
84,1,C000113,Gordon,,Canfield,,1898-04-15,NJ,5,1,1/5/1955,56.7
84,1,C000804,Frederic,René,Coudert,Jr.,1898-05-07,NY,5,1,1/5/1955,56.7
84,1,D000004,Paul,Bartram,Dague,,1898-05-19,PA,5,1,1/5/1955,56.6
84,1,F000035,Mary,Elizabeth Pruett,Farrington,,1898-05-30,HI,5,1,1/5/1955,56.6
84,1,J000278,Walter,Henry,Judd,,1898-09-25,MN,5,1,1/5/1955,56.3
84,1,A000138,Leo,Elwood,Allen,,1898-10-05,IL,5,1,1/5/1955,56.2
84,1,H000786,Walter,Franklin,Horan,,1898-10-15,WA,5,1,1/5/1955,56.2
84,1,V000069,James,Edward,Van Zandt,,1898-12-18,PA,5,1,1/5/1955,56
84,1,K000298,Victor,Alfred,Knox,,1899-01-13,MI,5,1,1/5/1955,56
84,1,U000034,James,Boyd,Utt,,1899-03-11,CA,5,1,1/5/1955,55.8
84,1,S000117,Paul,Fornshell,Schenck,,1899-04-19,OH,5,1,1/5/1955,55.7
84,1,B000323,Page,Henry,Belcher,,1899-04-21,OK,5,1,1/5/1955,55.7
84,1,G000495,Harold,Royce,Gross,,1899-06-30,IA,5,1,1/5/1955,55.5
84,1,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,5,1,1/5/1955,55.4
84,1,B000292,Frank,John,Becker,,1899-08-27,NY,5,1,1/5/1955,55.4
84,1,E000146,Mathew,Harris,Ellsworth,,1899-09-17,OR,5,1,1/5/1955,55.3
84,1,W000323,James,Ernest,Wharton,,1899-10-04,NY,5,1,1/5/1955,55.3
84,1,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,5,1,1/5/1955,55.1
84,1,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,5,1,1/5/1955,55.1
84,1,G000129,Myron,Virgil,George,,1/6/1900,KS,5,1,1/5/1955,55
84,1,H000549,John,Walter,Heselton,,3/17/1900,MA,5,1,1/5/1955,54.8
84,1,K000032,Carroll,Dudley,Kearns,,5/7/1900,PA,5,1,1/5/1955,54.7
84,1,K000036,Kenneth,Barnard,Keating,,5/18/1900,NY,5,1,1/5/1955,54.6
84,1,H000081,Charles,Abraham,Halleck,,8/22/1900,IN,5,1,1/5/1955,54.4
84,1,S000436,Richard,Murray,Simpson,,8/30/1900,PA,5,1,1/5/1955,54.3
84,1,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,PA,5,1,1/5/1955,54.1
84,1,B000676,Frank,Townsend,Bow,,2/20/1901,OH,5,1,1/5/1955,53.9
84,1,C000182,Joseph,Leonard,Carrigg,,2/23/1901,PA,5,1,1/5/1955,53.9
84,1,M000354,Samuel,Kerns,McConnell,Jr.,4/6/1901,PA,5,1,1/5/1955,53.7
84,1,T000298,Thor,Carl,Tollefson,,5/2/1901,WA,5,1,1/5/1955,53.7
84,1,H000310,Ralph,,Harvey,,8/9/1901,IN,5,1,1/5/1955,53.4
84,1,M000393,William,Moore,McCulloch,,11/24/1901,OH,5,1,1/5/1955,53.1
84,1,T000070,Dean,Park,Taylor,,1/1/1902,NY,5,1,1/5/1955,53
84,1,B000062,Howard,Henry,Baker,,1/12/1902,TN,5,1,1/5/1955,53
84,1,H000740,Otis,Halbert,Holmes,,2/22/1902,WA,5,1,1/5/1955,52.9
84,1,H000154,Thomas,Millet,Hand,,7/7/1902,NJ,5,1,1/5/1955,52.5
84,1,P000196,Thomas,Minor,Pelly,,8/22/1902,WA,5,1,1/5/1955,52.4
84,1,B000416,Ellis,Yarnal,Berry,,10/6/1902,SD,5,1,1/5/1955,52.2
84,1,D000278,James,Patrick Sinnott,Devereux,,2/20/1903,MD,5,1,1/5/1955,51.9
84,1,F000422,James,Grove,Fulton,,3/1/1903,PA,5,1,1/5/1955,51.8
84,1,C000743,Samuel,Harrison,Coon,,4/15/1903,OR,5,1,1/5/1955,51.7
84,1,B000778,William,Gilmer,Bray,,6/17/1903,IN,5,1,1/5/1955,51.6
84,1,D000155,William,Adams,Dawson,,11/5/1903,UT,5,1,1/5/1955,51.2
84,1,B000377,John,Bonifas,Bennett,,1/10/1904,MI,5,1,1/5/1955,51
84,1,L000468,Harold,Orrin,Lovre,,1/30/1904,SD,5,1,1/5/1955,50.9
84,1,C000617,William,Sterling,Cole,,4/18/1904,NY,5,1,1/5/1955,50.7
84,1,B000426,Jackson,Edward,Betts,,5/26/1904,OH,5,1,1/5/1955,50.6
84,1,O000058,Alvin,Edward,O'Konski,,5/26/1904,WI,5,1,1/5/1955,50.6
84,1,P000352,John,Raymond,Pillion,,8/10/1904,NY,5,1,1/5/1955,50.4
84,1,R000359,John,Marshall,Robsion,Jr.,8/28/1904,KY,5,1,1/5/1955,50.4
84,1,J000206,Charles,Raper,Jonas,,12/9/1904,NC,5,1,1/5/1955,50.1
84,1,W000310,Alfred,John,Westland,,12/14/1904,WA,5,1,1/5/1955,50.1
84,1,V000051,William,Kaiser,Van Pelt,,3/10/1905,WI,5,1,1/5/1955,49.8
84,1,C000772,Robert,James,Corbett,,8/25/1905,PA,5,1,1/5/1955,49.4
84,1,W000445,William,Beck,Widnall,,3/17/1906,NJ,5,1,1/5/1955,48.8
84,1,W000572,Earl,,Wilson,,4/18/1906,IN,5,1,1/5/1955,48.7
84,1,P000552,Winston,Lewis,Prouty,,9/1/1906,VT,5,1,1/5/1955,48.3
84,1,M000664,Chester,Earl,Merrow,,11/15/1906,NH,5,1,1/5/1955,48.1
84,1,S000120,Gordon,Harry,Scherer,,12/26/1906,OH,5,1,1/5/1955,48
84,1,N000031,Charles,Pembroke,Nelson,,7/2/1907,ME,5,1,1/5/1955,47.5
84,1,M000620,George,,Meader,,9/13/1907,MI,5,1,1/5/1955,47.3
84,1,A000024,Edwin,Ross,Adair,,12/14/1907,IN,5,1,1/5/1955,47.1
84,1,O000120,Frank,Charles,Osmers,Jr.,12/30/1907,NJ,5,1,1/5/1955,47
84,1,M000935,Albert,Paul,Morano,,1/18/1908,CT,5,1,1/5/1955,47
84,1,M000478,Clifford,Guy,McIntire,,5/4/1908,ME,5,1,1/5/1955,46.7
84,1,S000224,Horace,,Seely-Brown,Jr.,5/12/1908,CT,5,1,1/5/1955,46.7
84,1,S000009,Antoni,Nicholas,Sadlak,,6/13/1908,CT,5,1,1/5/1955,46.6
84,1,S000102,John,Phillips,Saylor,,7/23/1908,PA,5,1,1/5/1955,46.5
84,1,N000133,Albin,Walter,Norblad,Jr.,9/12/1908,OR,5,1,1/5/1955,46.3
84,1,P000119,James,Thomas,Patterson,,10/20/1908,CT,5,1,1/5/1955,46.2
84,1,B000646,Albert,Henry,Bosch,,10/30/1908,NY,5,1,1/5/1955,46.2
84,1,L000108,Henry,Jepson,Latham,,12/10/1908,NY,5,1,1/5/1955,46.1
84,1,S000315,Timothy,Patrick,Sheehan,,2/21/1909,IL,5,1,1/5/1955,45.9
84,1,H001021,DeWitt,Stephen,Hyde,,3/21/1909,MD,5,1,1/5/1955,45.8
84,1,S000756,William,Lee,Springer,,4/12/1909,IL,5,1,1/5/1955,45.7
84,1,J000008,Donald,Lester,Jackson,,1/23/1910,CA,5,1,1/5/1955,45
84,1,V000082,Harold,Himmel,Velde,,4/1/1910,IL,5,1,1/5/1955,44.8
84,1,B001035,Hamer,Harold,Budge,,11/21/1910,ID,5,1,1/5/1955,44.1
84,1,D000433,Francis,Edwin,Dorn,,4/18/1911,NY,5,1,1/5/1955,43.7
84,1,C001014,Thomas,Bradford,Curtis,,5/14/1911,MO,5,1,1/5/1955,43.6
84,1,R000008,Edmund,Patrick,Radwan,,9/22/1911,NY,5,1,1/5/1955,43.3
84,1,B001216,John,William,Byrnes,,6/12/1913,WI,5,1,1/5/1955,41.6
84,1,F000260,Gerald,Rudolph,Ford,Jr.,7/14/1913,MI,5,1,1/5/1955,41.5
84,1,F000137,Paul,Albert,Fino,,12/15/1913,NY,5,1,1/5/1955,41.1
84,1,B000964,Charles,Bruce,Brownson,,2/5/1914,IN,5,1,1/5/1955,40.9
84,1,M000762,William,Edward,Miller,,3/22/1914,NY,5,1,1/5/1955,40.8
84,1,D000102,Glenn,Robert,Davis,,10/28/1914,WI,5,1,1/5/1955,40.2
84,1,H000802,Craig,,Hosmer,,5/6/1915,CA,5,1,1/5/1955,39.7
84,1,L000344,Glenard,Paul,Lipscomb,,8/19/1915,CA,5,1,1/5/1955,39.4
84,1,F000371,Peter,Hood Ballantine,Frelinghuysen,Jr.,1/17/1916,NJ,5,1,1/5/1955,39
84,1,G000512,Charles,Samuel,Gubser,,2/1/1916,CA,5,1,1/5/1955,38.9
84,1,A000229,William,Hanes,Ayres,,2/5/1916,OH,5,1,1/5/1955,38.9
84,1,W000610,Robert,Carlton,Wilson,,4/5/1916,CA,5,1,1/5/1955,38.8
84,1,R000188,John,Jacob,Rhodes,,9/18/1916,AZ,5,1,1/5/1955,38.3
84,1,C000960,Shepard,J.,Crumpacker,Jr.,2/13/1917,IN,5,1,1/5/1955,37.9
84,1,B000608,Oliver,Payne,Bolton,,2/22/1917,OH,5,1,1/5/1955,37.9
84,1,B000239,William,Henry,Bates,,4/26/1917,MA,5,1,1/5/1955,37.7
84,1,M000070,William,Somers,Mailliard,,6/10/1917,CA,5,1,1/5/1955,37.6
84,1,C000263,Elford,Albin,Cederberg,,3/6/1918,MI,5,1,1/5/1955,36.8
84,1,D000266,Steven,Boghos,Derounian,,4/6/1918,NY,5,1,1/5/1955,36.8
84,1,B000391,Alvin,Morell,Bentley,,8/30/1918,MI,5,1,1/5/1955,36.4
84,1,B000967,Joel,Thomas,Broyhill,,11/4/1919,VA,5,1,1/5/1955,35.2
84,1,W000024,Stuyvesant,II,Wainwright,,3/16/1921,NY,5,1,1/5/1955,33.8
84,1,L000024,Melvin,Robert,Laird,,9/1/1922,WI,5,1,1/5/1955,32.3
84,1,Y000032,Clarence,Clifton,Young,,11/7/1922,NV,5,1,1/5/1955,32.2
84,1,H000623,Patrick,Jerome,Hillings,,2/19/1923,CA,5,1,1/5/1955,31.9
84,1,P000401,Richard,Harding,Poff,,10/19/1923,VA,5,1,1/5/1955,31.2
84,1,H000746,Joseph,Franklin,Holt,III,7/6/1924,CA,5,1,1/5/1955,30.5
85,1,H000683,Clare,Eugene,Hoffman,,1875-09-10,MI,5,1,1/3/1957,81.3
85,1,R000113,Daniel,Alden,Reed,,1875-09-15,NY,5,1,1/3/1957,81.3
85,1,B001079,Usher,Lloyd,Burdick,,1879-02-21,ND,5,1,1/3/1957,77.9
85,1,T000001,John,,Taber,,1880-05-05,NY,5,1,1/3/1957,76.7
85,1,W000683,Charles,Anderson,Wolverton,,1880-10-24,NJ,5,1,1/3/1957,76.2
85,1,J000088,Thomas,Albert,Jenkins,,1880-10-28,OH,5,1,1/3/1957,76.2
85,1,V000125,Charles,Wesley,Vursell,,1881-02-08,IL,5,1,1/3/1957,75.9
85,1,R000392,Edith,Nourse,Rogers,,1881-03-19,MA,5,1,1/3/1957,75.8
85,1,M000224,Noah,Morgan,Mason,,1882-07-19,IL,5,1,1/3/1957,74.5
85,1,G000541,Ralph,Waldo,Gwinn,,1884-03-29,NY,5,1,1/3/1957,72.8
85,1,W000549,William,Robert,Williams,,1884-08-11,NY,5,1,1/3/1957,72.4
85,1,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,5,1,1/3/1957,72.2
85,1,A000227,James,Coats,Auchincloss,,1885-01-19,NJ,5,1,1/3/1957,72
85,1,B000607,Frances,Payne,Bolton,,1885-03-29,OH,5,1,1/3/1957,71.8
85,1,J000045,Benjamin,Franklin,James,,1885-08-01,PA,5,1,1/3/1957,71.4
85,1,C000515,Cliff,,Clevenger,,1885-08-20,OH,5,1,1/3/1957,71.4
85,1,M000609,William,Estus,McVey,,1885-12-13,IL,5,1,1/3/1957,71.1
85,1,H000613,William,Silas,Hill,,1886-01-20,CO,5,1,1/3/1957,71
85,1,R000132,Edward,Herbert,Rees,,1886-06-03,KS,5,1,1/3/1957,70.6
85,1,R000077,John,Henry,Ray,,1886-09-27,NY,5,1,1/3/1957,70.3
85,1,L000157,Karl,Miles,Le Compte,,1887-05-25,IA,5,1,1/3/1957,69.6
85,1,N000097,Donald,William,Nicholson,,1888-08-11,MA,5,1,1/3/1957,68.4
85,1,S000198,Hubert,Baxter,Scudder,,1888-11-05,CA,5,1,1/3/1957,68.2
85,1,H000568,Edgar,Willard,Hiestand,,1888-12-03,CA,5,1,1/3/1957,68.1
85,1,K000030,Bernard,William,Kearney,,1889-05-23,NY,5,1,1/3/1957,67.6
85,1,F000075,Ivor,David,Fenton,,1889-08-03,PA,5,1,1/3/1957,67.4
85,1,H000036,Robert,,Hale,,1889-11-29,ME,5,1,1/3/1957,67.1
85,1,R000108,Brazilla,Carroll,Reece,,1889-12-22,TN,5,1,1/3/1957,67
85,1,C000993,Paul,Harvey,Cunningham,,1890-06-15,IA,5,1,1/3/1957,66.6
85,1,D000368,Henry,Aldous,Dixon,,1890-06-29,UT,5,1,1/3/1957,66.5
85,1,K000332,Otto,,Krueger,,1890-09-07,ND,5,1,1/3/1957,66.3
85,1,A000239,August,Herman,Andresen,,1890-10-11,MN,5,1,1/3/1957,66.2
85,1,M001077,Walter,Mann,Mumma,,1890-11-20,PA,5,1,1/3/1957,66.1
85,1,W000450,Richard,Bowditch,Wigglesworth,,1891-04-25,MA,5,1,1/3/1957,65.7
85,1,M000021,Russell,Vernon,Mack,,1891-06-13,WA,5,1,1/3/1957,65.6
85,1,T000028,Henry,Oscar,Talle,,1892-01-12,IA,5,1,1/3/1957,65
85,1,M000715,Arthur,Lewis,Miller,,1892-05-24,NE,5,1,1/3/1957,64.6
85,1,C000389,Marguerite,Stitt,Church,,1892-09-13,IL,5,1,1/3/1957,64.3
85,1,S000585,Lawrence,Henry,Smith,,1892-09-15,WI,5,1,1/3/1957,64.3
85,1,W000663,Gardner,Robert,Withrow,,1892-10-05,WI,5,1,1/3/1957,64.2
85,1,S000640,Wint,,Smith,,1892-10-07,KS,5,1,1/3/1957,64.2
85,1,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,5,1,1/3/1957,64
85,1,G000102,Leon,Harry,Gavin,,1893-02-25,PA,5,1,1/3/1957,63.9
85,1,Y000060,Jesse,Arthur,Younger,,1893-04-11,CA,5,1,1/3/1957,63.7
85,1,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,5,1,1/3/1957,63.7
